age,income,employment_years,credit_score,loan_amount,loan_term_months,loan_purpose,marital_status,dependents,existing_debt,home_ownership,education_level,num_of_credit_lines,previous_defaults,months_since_last_default,debt_to_income,loan_to_income,interest_rate,approved,approval_prob
31,47528.0,3.0,699.0,22722,36,car,married,3,28283.0,rent,other,7,0,,0.595,0.478,0.146,0,0.427
37,74392.0,8.0,638.0,21772,48,debt_consolidation,married,0,13500.0,rent,master,1,0,,0.181,0.293,0.14,1,0.653
35,25696.0,6.0,643.0,19770,36,business,married,1,0.0,rent,bachelor,6,0,,0.0,0.769,0.232,0,0.459
27,74558.0,8.0,450.0,500,48,business,single,1,20047.0,rent,bachelor,7,0,,0.269,0.007,0.176,1,0.693
42,47554.0,3.0,632.0,13228,48,debt_consolidation,divorced,1,0.0,mortgage,bachelor,3,0,,0.0,0.278,0.14,0,0.568
19,22301.0,3.0,564.0,21295,72,debt_consolidation,single,1,5394.0,rent,high_school,2,0,,0.242,0.955,0.309,0,0.11
42,17281.0,7.0,608.0,27866,48,debt_consolidation,single,1,0.0,mortgage,master,5,0,,0.0,1.612,0.35,0,0.162
50,98360.0,6.0,669.0,17989,48,personal,married,0,15251.0,mortgage,bachelor,5,0,,0.155,0.183,0.102,1,0.865
53,46002.0,6.0,601.0,16939,60,medical,married,0,13710.0,own,bachelor,5,0,,0.298,0.368,0.173,0,0.458
48,73413.0,4.0,612.0,8212,36,education,married,2,11892.0,rent,high_school,5,0,,0.162,0.112,0.116,1,0.775
31,7297.0,3.0,658.0,18786,60,debt_consolidation,single,1,0.0,own,bachelor,8,0,,0.0,2.574,0.35,0,0.063
18,115942.0,7.0,609.0,12632,60,debt_consolidation,single,1,30286.0,mortgage,bachelor,4,1,98.0,0.261,0.109,0.167,1,0.698
63,72331.0,7.0,566.0,7706,36,debt_consolidation,single,1,23631.0,rent,high_school,4,0,,0.327,0.107,0.138,1,0.649
33,43614.0,7.0,512.0,3426,36,debt_consolidation,married,2,13511.0,mortgage,master,4,0,,0.31,0.079,0.16,1,0.46
63,42346.0,5.0,677.0,5543,48,debt_consolidation,married,0,1287.0,mortgage,high_school,6,0,,0.03,0.131,0.088,0,0.784
69,68365.0,4.0,609.0,18249,36,debt_consolidation,single,0,4752.0,other,bachelor,7,0,,0.07,0.267,0.149,1,0.777
20,66930.0,4.0,517.0,1121,36,car,married,1,9770.0,mortgage,master,4,0,,0.146,0.017,0.145,0,0.592
52,54563.0,7.0,750.0,12059,72,home_improvement,single,1,0.0,rent,master,7,0,,0.0,0.221,0.069,1,0.899
58,50272.0,5.0,677.0,28078,48,home_improvement,married,2,22797.0,own,master,3,0,,0.453,0.559,0.173,0,0.352
23,640270.0,4.0,555.0,659,60,car,single,2,28890.0,rent,master,3,0,,0.045,0.001,0.124,1,0.435
42,6457.0,3.0,594.0,19493,36,education,married,1,35636.0,rent,high_school,5,0,,5.518,3.018,0.35,0,0.05
30,40718.0,3.0,734.0,20472,72,education,single,0,4845.0,mortgage,phd,11,0,,0.119,0.503,0.134,1,0.84
51,8828.0,3.0,636.0,12087,60,debt_consolidation,single,0,30659.0,mortgage,high_school,5,0,,3.473,1.369,0.35,0,0.02
25,65115.0,6.0,617.0,21221,60,personal,married,1,31584.0,other,high_school,7,1,107.0,0.485,0.326,0.207,0,0.353
38,33105.0,5.0,710.0,13120,36,personal,married,2,519.0,rent,high_school,0,0,,0.016,0.396,0.124,0,0.447
51,10711.0,5.0,637.0,22953,48,debt_consolidation,married,2,,rent,phd,5,0,,,2.143,0.35,0,0.078
21,30155.0,4.0,748.0,4319,48,debt_consolidation,married,1,26299.0,own,bachelor,7,0,,0.872,0.143,0.055,1,0.434
42,53734.0,8.0,617.0,33890,60,personal,married,0,1772.0,rent,high_school,3,0,,0.033,0.631,0.218,0,0.537
32,44869.0,7.0,604.0,29373,60,personal,married,1,0.0,rent,high_school,3,0,,0.0,0.655,0.229,0,0.459
21,20671.0,4.0,651.0,500,24,debt_consolidation,married,1,22245.0,mortgage,high_school,5,0,,1.076,0.024,0.079,0,0.19
62,7378.0,3.0,727.0,26724,72,debt_consolidation,married,7,0.0,mortgage,bachelor,4,0,,0.0,3.622,0.35,0,0.027
29,51848.0,4.0,670.0,9230,72,personal,single,1,3313.0,mortgage,high_school,6,0,,0.064,0.178,0.101,1,0.749
49,35481.0,7.0,658.0,29325,48,debt_consolidation,single,2,0.0,own,bachelor,4,0,,0.0,0.826,0.236,0,0.477
49,43548.0,,585.0,25089,36,personal,divorced,0,0.0,own,master,2,0,,0.0,0.576,0.223,0,0.466
45,46008.0,8.0,574.0,4128,60,debt_consolidation,divorced,1,138.0,mortgage,bachelor,4,0,,0.003,0.09,0.131,1,0.713
30,60752.0,3.0,727.0,20751,48,personal,single,1,0.0,rent,master,3,0,,0.0,0.342,0.105,1,0.698
48,71174.0,5.0,736.0,7992,60,debt_consolidation,single,0,3549.0,mortgage,high_school,3,0,,0.05,0.112,0.054,1,0.843
31,53663.0,6.0,733.0,20380,60,debt_consolidation,single,2,0.0,rent,high_school,3,0,,0.0,0.38,0.11,1,0.745
37,419880.0,7.0,713.0,15460,24,personal,married,1,0.0,mortgage,bachelor,3,0,,0.0,0.037,0.117,0,0.68
35,50619.0,6.0,686.0,7705,48,debt_consolidation,single,0,30173.0,mortgage,master,6,0,,0.596,0.152,0.087,1,0.6
46,41519.0,5.0,684.0,1630,48,debt_consolidation,married,2,14473.0,rent,bachelor,6,0,,0.349,0.039,0.066,1,0.687
23,8936.0,8.0,661.0,17301,72,personal,divorced,0,2315.0,mortgage,master,8,0,,0.259,1.936,0.35,0,0.109
49,77299.0,7.0,695.0,19641,36,debt_consolidation,divorced,0,169.0,rent,bachelor,5,0,,0.002,0.254,0.103,1,0.886
46,72586.0,4.0,647.0,13422,36,debt_consolidation,single,2,21478.0,own,high_school,11,0,,0.296,0.185,0.113,1,0.872
60,99708.0,6.0,695.0,7259,60,debt_consolidation,divorced,0,11288.0,mortgage,bachelor,6,0,,0.113,0.073,0.067,1,0.939
19,107012.0,9.0,723.0,10168,24,education,married,0,0.0,mortgage,high_school,1,0,,0.0,0.095,0.058,1,0.965
40,20599.0,6.0,549.0,4038,60,medical,single,1,1996.0,other,bachelor,6,0,,0.097,0.196,0.165,0,0.472
36,41615.0,5.0,738.0,22361,36,personal,single,1,0.0,rent,high_school,2,0,,0.0,0.537,0.138,1,0.562
48,112788.0,4.0,645.0,500,48,car,married,0,0.0,own,high_school,2,0,,0.0,0.004,0.078,1,0.871
68,48986.0,3.0,767.0,24517,48,home_improvement,divorced,0,20276.0,mortgage,master,5,0,,0.414,0.5,0.116,1,0.528
22,56105.0,0.0,752.0,14241,48,home_improvement,single,0,18772.0,own,high_school,3,0,,0.335,0.254,0.075,0,0.518
36,11972.0,6.0,568.0,20216,72,personal,single,2,25437.0,mortgage,high_school,2,0,,2.125,1.688,0.35,0,0.01
51,53757.0,3.0,650.0,21198,24,medical,married,0,12133.0,own,other,5,0,,0.226,0.394,0.154,0,0.509
27,98299.0,4.0,501.0,16173,36,personal,divorced,0,0.0,mortgage,bachelor,9,0,,0.0,0.165,0.183,1,0.861
42,82166.0,4.0,619.0,11100,48,personal,widowed,0,0.0,mortgage,bachelor,4,0,,0.0,0.135,0.118,1,0.786
19,34750.0,8.0,678.0,26061,48,debt_consolidation,single,0,17111.0,mortgage,master,1,0,,0.492,0.75,0.211,0,0.225
28,40092.0,3.0,718.0,500,48,car,single,3,11526.0,mortgage,bachelor,4,0,,0.287,0.012,0.043,1,0.615
67,21727.0,4.0,656.0,28018,24,education,divorced,3,0.0,rent,high_school,2,0,,0.0,1.289,0.33,0,0.194
48,28721.0,2.0,685.0,3767,72,debt_consolidation,married,0,4865.0,own,bachelor,6,0,,0.169,0.131,0.084,0,0.61
32,5000.0,5.0,594.0,11744,48,debt_consolidation,widowed,0,38497.0,rent,master,8,0,,7.698,2.348,0.35,0,0.02
26,47880.0,7.0,648.0,29313,36,personal,married,1,23974.0,rent,master,4,1,112.0,0.501,0.612,0.248,0,0.16
40,87753.0,9.0,603.0,37295,48,car,single,1,32479.0,own,high_school,2,0,,0.37,0.425,0.184,1,0.581
36,58886.0,8.0,673.0,16820,36,car,married,1,0.0,other,high_school,7,0,,0.0,0.286,0.121,1,0.856
26,84156.0,10.0,761.0,1454,24,car,single,1,35056.0,own,high_school,4,0,,0.417,0.017,0.03,1,0.88
52,76831.0,6.0,645.0,23539,24,business,married,3,2197.0,mortgage,bachelor,4,0,,0.029,0.306,0.139,1,0.761
38,36330.0,14.0,540.0,14610,36,debt_consolidation,married,1,33583.0,mortgage,high_school,4,0,,0.924,0.402,0.21,0,0.241
26,31012.0,3.0,666.0,4380,36,education,divorced,0,15375.0,rent,master,4,0,,0.496,0.141,0.095,0,0.407
45,31970.0,6.0,706.0,17192,48,home_improvement,divorced,0,19427.0,rent,other,1,0,,0.608,0.538,0.155,0,0.21
63,,8.0,577.0,1903,48,personal,single,1,20420.0,rent,bachelor,2,0,,0.408,0.038,0.165,0,0.01
68,50808.0,4.0,749.0,16950,48,car,single,0,11482.0,mortgage,other,2,0,,0.226,0.334,0.092,0,0.56
24,5000.0,6.0,602.0,5798,12,personal,married,1,18752.0,rent,high_school,1,0,,3.75,1.159,0.331,0,0.01
33,64785.0,8.0,589.0,500,72,home_improvement,married,1,0.0,mortgage,master,3,0,,0.0,0.008,0.107,1,0.784
33,51797.0,9.0,508.0,500,60,personal,married,2,8066.0,rent,bachelor,10,0,,0.156,0.01,0.148,1,0.82
50,61786.0,6.0,672.0,8924,72,personal,divorced,1,21710.0,rent,high_school,4,0,,0.351,0.144,0.093,1,0.656
21,76425.0,9.0,795.0,20019,36,car,married,1,11633.0,rent,high_school,4,0,,0.152,0.262,0.055,1,0.888
21,54970.0,1.0,679.0,27541,60,home_improvement,single,2,4739.0,own,bachelor,3,0,,0.086,0.501,0.161,0,0.478
56,90789.0,6.0,591.0,29276,36,home_improvement,single,0,13506.0,mortgage,master,4,0,,0.149,0.322,0.169,1,0.732
57,65549.0,6.0,691.0,500,60,business,single,0,,other,master,1,0,,,0.008,0.056,1,0.762
34,31072.0,7.0,714.0,12755,36,car,married,1,25692.0,mortgage,bachelor,2,0,,0.827,0.41,0.125,0,0.207
54,44057.0,,743.0,8898,36,home_improvement,divorced,1,0.0,rent,bachelor,7,0,,0.0,0.202,0.069,1,0.836
56,5000.0,13.0,551.0,13937,48,education,single,1,9626.0,mortgage,high_school,6,0,,1.925,2.787,0.35,0,0.051
69,27445.0,3.0,774.0,29105,48,medical,married,1,21403.0,own,bachelor,8,0,,0.78,1.06,0.225,0,0.178
46,40475.0,5.0,667.0,16612,48,debt_consolidation,single,2,11223.0,rent,bachelor,5,0,,0.277,0.41,0.149,1,0.522
69,63657.0,4.0,790.0,23678,24,debt_consolidation,single,0,2964.0,own,high_school,5,0,,0.047,0.372,0.079,1,0.838
53,31241.0,4.0,662.0,37115,48,debt_consolidation,married,0,26494.0,rent,other,1,0,,0.848,1.188,0.307,0,0.056
55,18843.0,8.0,696.0,500,72,debt_consolidation,single,2,0.0,rent,bachelor,5,0,,0.0,0.027,0.057,1,0.779
56,5000.0,3.0,574.0,10251,60,home_improvement,divorced,0,35271.0,rent,master,5,0,,7.053,2.05,0.35,0,0.01
67,35090.0,2.0,729.0,20712,48,personal,married,0,6852.0,other,bachelor,5,0,,0.195,0.59,0.154,0,0.451
54,98771.0,4.0,564.0,17666,48,home_improvement,single,2,6321.0,mortgage,phd,5,0,,0.064,0.179,0.154,1,0.801
69,56778.0,5.0,672.0,25487,24,debt_consolidation,married,0,20922.0,rent,high_school,8,1,2.0,0.368,0.449,0.204,0,0.426
52,73489.0,5.0,616.0,11162,36,home_improvement,widowed,0,5346.0,mortgage,bachelor,8,0,,0.073,0.152,0.122,1,0.857
24,27499.0,6.0,643.0,17060,36,personal,married,1,11440.0,mortgage,high_school,3,0,,0.416,0.62,0.202,0,0.232
44,10664.0,7.0,737.0,7438,48,debt_consolidation,single,0,18569.0,mortgage,high_school,3,0,,1.741,0.697,0.171,0,0.043
45,19473.0,6.0,622.0,25639,60,personal,single,1,0.0,mortgage,high_school,1,0,,0.0,1.317,0.35,0,0.118
39,47572.0,4.0,738.0,15421,48,debt_consolidation,single,1,19193.0,rent,bachelor,4,0,,0.403,0.324,0.096,0,0.549
31,5000.0,10.0,617.0,29038,24,debt_consolidation,single,0,0.0,own,master,7,0,,0.0,5.806,0.35,0,0.02
24,24835.0,7.0,660.0,29111,48,medical,divorced,0,9805.0,own,bachelor,5,1,58.0,0.395,1.172,0.35,0,0.055
54,35341.0,5.0,822.0,2184,36,car,single,1,4652.0,mortgage,bachelor,4,0,,0.132,0.062,0.03,1,0.79
39,16977.0,2.0,660.0,30650,60,business,married,1,0.0,mortgage,master,9,1,59.0,0.0,1.805,0.35,0,0.055
22,5000.0,5.0,644.0,24311,36,personal,married,0,35372.0,rent,master,8,0,,7.073,4.861,0.35,0,0.01
19,57241.0,4.0,661.0,13434,48,debt_consolidation,married,0,12511.0,mortgage,high_school,3,0,,0.219,0.235,0.116,1,0.584
44,51147.0,3.0,624.0,23412,60,medical,single,1,210.0,own,high_school,4,0,,0.004,0.458,0.18,1,0.509
38,69476.0,2.0,570.0,9921,36,education,single,2,12130.0,mortgage,high_school,4,0,,0.175,0.143,0.144,1,0.61
55,22239.0,2.0,815.0,28610,24,personal,single,1,47302.0,rent,high_school,2,0,,2.127,1.286,0.25,0,0.01
32,68998.0,6.0,617.0,15992,48,home_improvement,single,0,0.0,mortgage,high_school,5,0,,0.0,0.232,0.138,1,0.787
38,88233.0,12.0,528.0,23880,24,debt_consolidation,single,0,19869.0,rent,bachelor,3,0,,0.225,0.271,0.19,1,0.741
27,56555.0,7.0,638.0,8691,48,car,married,1,0.0,rent,high_school,3,1,59.0,0.0,0.154,0.162,0,0.498
40,34752.0,1.0,679.0,17817,60,personal,single,0,17235.0,mortgage,bachelor,6,0,,0.496,0.513,0.163,0,0.295
56,53627.0,8.0,633.0,23859,36,debt_consolidation,single,0,113.0,rent,bachelor,1,0,,0.002,0.445,0.173,1,0.578
22,33555.0,4.0,646.0,18078,48,debt_consolidation,single,0,7547.0,mortgage,bachelor,5,0,,0.225,0.539,0.185,0,0.416
18,29393.0,3.0,637.0,20614,72,debt_consolidation,divorced,1,12372.0,rent,master,5,0,,0.421,0.701,0.222,0,0.236
30,67082.0,10.0,684.0,7403,48,business,married,3,29801.0,other,other,6,0,,0.444,0.11,0.08,1,0.794
38,46524.0,2.0,716.0,18045,72,debt_consolidation,married,0,0.0,mortgage,bachelor,4,0,,0.0,0.388,0.12,1,0.641
43,80127.0,7.0,635.0,7454,36,debt_consolidation,single,1,35495.0,rent,bachelor,1,0,,0.443,0.093,0.101,1,0.599
67,38939.0,3.0,850.0,14816,60,education,married,1,0.0,mortgage,bachelor,3,0,,0.0,0.38,0.051,1,0.773
62,41471.0,5.0,733.0,10071,60,debt_consolidation,single,1,14915.0,rent,bachelor,5,1,32.0,0.36,0.243,0.132,0,0.384
38,35837.0,5.0,650.0,12954,60,debt_consolidation,single,0,10906.0,mortgage,bachelor,5,0,,0.304,0.361,0.147,0,0.483
35,21995.0,9.0,545.0,500,24,home_improvement,married,1,8030.0,rent,bachelor,2,0,,0.365,0.023,0.132,0,0.349
54,70361.0,,659.0,15265,36,home_improvement,married,0,10544.0,rent,bachelor,3,0,,0.15,0.217,0.114,1,0.627
62,104643.0,7.0,,13925,24,debt_consolidation,widowed,0,17827.0,other,other,5,0,,0.17,0.133,0.069,1,0.934
49,40444.0,5.0,716.0,500,72,debt_consolidation,married,0,16926.0,rent,high_school,4,0,,0.418,0.012,0.044,0,0.619
53,32988.0,6.0,502.0,18413,48,home_improvement,single,0,7307.0,own,bachelor,3,0,,0.221,0.558,0.261,0,0.223
34,31367.0,4.0,659.0,23260,72,business,single,0,20549.0,rent,bachelor,1,0,,0.655,0.742,0.219,0,0.087
52,33007.0,5.0,612.0,18153,36,home_improvement,married,1,6556.0,mortgage,master,4,0,,0.199,0.55,0.204,0,0.356
66,91245.0,6.0,770.0,22857,24,car,single,1,11402.0,rent,high_school,8,0,,0.125,0.25,0.065,1,0.936
28,32038.0,10.0,660.0,9730,36,debt_consolidation,married,0,27367.0,rent,bachelor,3,0,,0.854,0.304,0.131,0,0.284
38,35368.0,7.0,467.0,12872,48,debt_consolidation,married,0,27800.0,rent,bachelor,1,0,,0.786,0.364,0.239,0,0.095
69,18991.0,,679.0,15742,60,personal,divorced,2,25717.0,rent,bachelor,6,0,,1.354,0.829,0.226,0,0.036
43,57341.0,7.0,494.0,16460,36,debt_consolidation,married,2,0.0,mortgage,bachelor,2,0,,0.0,0.287,0.21,1,0.5
21,48319.0,5.0,686.0,500,72,home_improvement,married,1,16395.0,mortgage,bachelor,6,0,,0.339,0.01,0.059,0,0.722
51,21571.0,9.0,850.0,5791,36,personal,single,1,16922.0,mortgage,master,5,0,,0.784,0.268,0.03,1,0.536
69,27679.0,4.0,759.0,25023,60,medical,single,0,36514.0,rent,bachelor,2,0,,1.319,0.904,0.201,0,0.019
65,88323.0,7.0,671.0,7177,60,business,married,1,21893.0,rent,master,2,0,,0.248,0.081,0.081,1,0.765
35,50818.0,3.0,597.0,12531,36,medical,widowed,0,594.0,mortgage,bachelor,5,1,87.0,0.012,0.247,0.201,0,0.344
57,52542.0,7.0,752.0,14479,12,debt_consolidation,single,1,4273.0,other,high_school,1,0,,0.081,0.276,0.079,1,0.71
52,52641.0,6.0,701.0,1596,36,personal,married,1,0.0,mortgage,bachelor,3,0,,0.0,0.03,0.056,1,0.788
58,84866.0,3.0,629.0,30802,12,personal,married,1,8843.0,rent,high_school,7,0,,0.104,0.363,0.158,1,0.778
46,23870.0,5.0,607.0,14687,72,debt_consolidation,divorced,1,4461.0,mortgage,bachelor,2,0,,0.187,0.615,0.22,0,0.243
69,40090.0,4.0,577.0,6435,72,personal,single,1,2130.0,rent,bachelor,6,0,,0.053,0.161,0.144,1,0.608
46,,7.0,680.0,21485,60,home_improvement,married,0,0.0,mortgage,master,1,0,,0.0,0.43,0.154,1,0.555
55,6971.0,6.0,617.0,12033,60,medical,single,0,33056.0,other,high_school,1,0,,4.741,1.726,0.35,0,0.01
59,27096.0,3.0,663.0,15588,36,debt_consolidation,married,0,0.0,other,bachelor,4,1,59.0,0.0,0.575,0.233,0,0.228
38,76167.0,3.0,724.0,29089,24,car,single,0,0.0,rent,high_school,5,0,,0.0,0.382,0.114,1,0.803
59,69005.0,2.0,615.0,9588,60,debt_consolidation,married,1,45800.0,own,phd,4,0,,0.664,0.139,0.12,0,0.394
30,73427.0,6.0,702.0,26428,48,car,married,0,24761.0,own,bachelor,3,0,,0.337,0.36,0.121,0,0.638
66,35273.0,5.0,748.0,11578,60,debt_consolidation,single,4,14588.0,rent,bachelor,4,0,,0.414,0.328,0.092,1,0.518
58,38358.0,6.0,682.0,15683,60,home_improvement,married,1,9929.0,own,bachelor,1,0,,0.259,0.409,0.141,1,0.39
34,5298.0,5.0,706.0,18031,48,education,married,2,1222.0,mortgage,high_school,6,0,,0.231,3.403,0.35,0,0.059
26,73298.0,6.0,682.0,11554,24,personal,married,2,0.0,rent,master,7,0,,0.0,0.158,0.091,1,0.891
58,77416.0,3.0,651.0,4833,60,debt_consolidation,single,0,15515.0,rent,bachelor,6,0,,0.2,0.062,0.087,1,0.808
18,77098.0,5.0,717.0,19532,48,personal,single,0,21995.0,rent,bachelor,5,1,36.0,0.285,0.253,0.142,1,0.553
19,90102.0,8.0,779.0,26215,60,home_improvement,married,1,0.0,other,bachelor,4,0,,0.0,0.291,0.069,1,0.929
65,60553.0,6.0,718.0,21268,48,personal,single,1,0.0,mortgage,master,3,0,,0.0,0.351,0.111,1,0.745
46,88922.0,4.0,635.0,20979,36,car,married,0,19970.0,mortgage,high_school,4,0,,0.225,0.236,0.13,1,0.714
50,44988.0,4.0,637.0,10424,36,personal,single,2,21629.0,rent,bachelor,4,0,,0.481,0.232,0.128,1,0.387
27,5825.0,2.0,640.0,21884,60,education,single,0,22479.0,mortgage,master,3,1,12.0,3.858,3.756,0.35,0,0.05
67,71518.0,6.0,726.0,18581,48,car,single,5,7622.0,rent,high_school,2,0,,0.107,0.26,0.089,1,0.748
57,5000.0,10.0,608.0,23629,48,debt_consolidation,single,1,0.0,mortgage,bachelor,2,0,,0.0,4.725,0.35,0,0.021
38,54255.0,5.0,568.0,15987,48,personal,divorced,2,0.0,mortgage,bachelor,1,0,,0.0,0.295,0.175,1,0.462
45,73883.0,3.0,688.0,20968,48,personal,widowed,1,29288.0,mortgage,high_school,3,0,,0.396,0.284,0.113,0,0.55
28,58106.0,7.0,652.0,10168,36,home_improvement,married,0,0.0,rent,bachelor,3,0,,0.0,0.175,0.109,1,0.753
51,106956.0,6.0,769.0,21954,36,debt_consolidation,single,1,20499.0,rent,master,1,0,,0.192,0.205,0.056,1,0.873
25,5000.0,5.0,469.0,2404,36,business,divorced,0,0.0,mortgage,bachelor,3,0,,0.0,0.481,0.262,0,0.161
39,47928.0,6.0,667.0,11653,36,personal,divorced,2,0.0,mortgage,high_school,2,1,116.0,0.0,0.243,0.165,0,0.392
25,50436.0,1.0,618.0,8027,48,debt_consolidation,married,1,37388.0,own,high_school,5,0,,0.741,0.159,0.123,0,0.291
66,16397.0,,715.0,50059,36,personal,married,0,37943.0,rent,other,7,0,,2.314,3.053,0.35,0,0.01
32,21157.0,4.0,628.0,21521,36,debt_consolidation,single,2,12449.0,own,high_school,4,0,,0.588,1.017,0.289,0,0.105
18,28872.0,,604.0,101357,36,personal,single,0,2731.0,own,high_school,6,0,,0.095,3.51,0.127,1,0.688
40,22509.0,9.0,725.0,1323,36,medical,married,2,25481.0,mortgage,other,3,1,86.0,1.132,0.059,0.099,0,0.082
41,47300.0,6.0,752.0,500,72,debt_consolidation,married,0,0.0,mortgage,master,2,0,,0.0,0.011,0.03,1,0.81
62,34926.0,9.0,642.0,3603,24,debt_consolidation,single,1,28174.0,rent,bachelor,4,0,,0.807,0.103,0.1,0,0.376
36,57948.0,7.0,644.0,6512,48,education,single,0,40308.0,mortgage,high_school,6,0,,0.696,0.112,0.1,1,0.605
22,66236.0,2.0,752.0,5246,36,car,married,0,18710.0,rent,high_school,4,0,,0.282,0.079,0.04,1,0.725
49,64544.0,3.0,743.0,10329,60,personal,married,0,0.0,rent,high_school,3,0,,0.0,0.16,0.061,1,0.78
61,39747.0,4.0,733.0,23345,72,business,married,0,32869.0,rent,bachelor,4,0,,0.827,0.587,0.151,0,0.203
18,57112.0,,618.0,13009,48,car,married,0,14691.0,rent,bachelor,5,0,,0.257,0.228,0.137,1,0.601
40,75878.0,8.0,597.0,22129,60,personal,single,0,7895.0,mortgage,high_school,2,0,,0.104,0.292,0.16,1,0.666
54,61139.0,4.0,781.0,4349,36,car,single,1,0.0,own,high_school,2,0,,0.0,0.071,0.03,1,0.811
25,96474.0,4.0,699.0,11175,24,personal,married,2,0.0,own,master,8,0,,0.0,0.116,0.074,1,0.936
30,74554.0,4.0,591.0,5620,36,personal,married,0,27301.0,own,master,2,0,,0.366,0.075,0.12,0,0.509
25,92960.0,3.0,641.0,19427,36,personal,single,1,8857.0,other,bachelor,3,0,,0.095,0.209,0.121,1,0.743
40,5000.0,2.0,657.0,13188,36,debt_consolidation,single,1,8701.0,mortgage,high_school,4,0,,1.74,2.637,0.35,0,0.021
60,52417.0,5.0,642.0,32731,36,car,married,0,11891.0,mortgage,master,2,0,,0.227,0.624,0.204,0,0.355
18,41902.0,9.0,627.0,8296,48,home_improvement,single,2,0.0,rent,bachelor,5,0,,0.0,0.198,0.126,1,0.762
62,46876.0,6.0,748.0,4604,60,home_improvement,married,0,9669.0,rent,bachelor,3,0,,0.206,0.098,0.046,1,0.725
68,29876.0,3.0,692.0,17967,36,home_improvement,married,2,9903.0,own,phd,4,0,,0.331,0.601,0.174,0,0.312
41,59905.0,4.0,830.0,13238,12,personal,married,0,32427.0,own,high_school,3,0,,0.541,0.221,0.03,0,0.631
52,5000.0,3.0,753.0,20025,48,debt_consolidation,married,0,22414.0,rent,bachelor,3,0,,4.482,4.004,0.35,0,0.02
41,60086.0,4.0,661.0,14383,48,home_improvement,single,0,0.0,rent,master,1,0,,0.0,0.239,0.117,1,0.612
34,30707.0,3.0,763.0,13593,24,debt_consolidation,married,0,4099.0,own,high_school,5,0,,0.133,0.443,0.107,1,0.602
22,37490.0,5.0,678.0,8320,24,debt_consolidation,single,0,25694.0,mortgage,bachelor,3,0,,0.685,0.222,0.105,0,0.317
37,60963.0,6.0,843.0,12304,48,education,married,2,0.0,mortgage,other,3,0,,0.0,0.202,0.03,1,0.923
38,51969.0,8.0,625.0,500,36,debt_consolidation,married,1,35440.0,mortgage,high_school,5,1,109.0,0.682,0.01,0.14,0,0.313
57,76348.0,2.0,686.0,26977,60,debt_consolidation,single,0,9392.0,own,bachelor,5,0,,0.123,0.353,0.128,1,0.734
48,25762.0,6.0,602.0,27697,36,car,single,1,18043.0,rent,bachelor,3,0,,0.7,1.075,0.314,0,0.064
63,47982.0,4.0,620.0,24375,12,debt_consolidation,single,1,3372.0,own,bachelor,2,0,,0.07,0.508,0.192,0,0.419
53,72219.0,5.0,623.0,10422,48,debt_consolidation,married,1,3166.0,other,bachelor,3,0,,0.044,0.144,0.117,1,0.742
28,59030.0,5.0,749.0,8717,72,personal,single,0,0.0,rent,high_school,1,0,,0.0,0.148,0.055,1,0.745
69,60640.0,7.0,667.0,19991,48,personal,married,0,33052.0,own,high_school,5,0,,0.545,0.33,0.132,0,0.549
32,77701.0,7.0,453.0,5484,36,debt_consolidation,married,1,18877.0,rent,master,4,0,,0.243,0.071,0.188,1,0.593
36,39844.0,6.0,657.0,26367,12,debt_consolidation,married,4,0.0,rent,master,4,0,,0.0,0.662,0.204,1,0.534
24,34579.0,5.0,572.0,500,48,personal,married,2,20583.0,own,high_school,7,0,,0.595,0.014,0.117,0,0.427
68,64398.0,2.0,615.0,10481,36,debt_consolidation,single,1,24107.0,mortgage,bachelor,1,0,,0.374,0.163,0.125,0,0.383
45,46264.0,0.0,742.0,4354,48,car,divorced,0,26222.0,own,bachelor,3,0,,0.567,0.094,0.048,0,0.392
68,78055.0,4.0,543.0,27469,48,car,single,2,14221.0,rent,high_school,6,0,,0.182,0.352,0.199,0,0.619
60,59244.0,4.0,552.0,25735,36,business,single,1,12565.0,own,bachelor,2,0,,0.212,0.434,0.211,0,0.323
22,34416.0,2.0,517.0,20644,24,personal,single,4,0.0,rent,high_school,4,0,,0.0,0.6,0.262,0,0.257
22,58460.0,5.0,619.0,34156,60,home_improvement,married,1,29975.0,rent,master,4,1,58.0,0.513,0.584,0.257,0,0.155
47,27433.0,8.0,515.0,15100,48,home_improvement,single,0,20001.0,rent,high_school,1,1,85.0,0.729,0.55,0.303,0,0.04
49,73673.0,5.0,522.0,21313,60,education,married,0,24834.0,mortgage,master,4,0,,0.337,0.289,0.197,1,0.511
25,15071.0,7.0,632.0,500,36,personal,single,2,0.0,rent,bachelor,4,0,,0.0,0.033,0.091,1,0.617
27,80552.0,7.0,675.0,11799,60,personal,married,2,24349.0,rent,master,3,0,,0.302,0.146,0.092,1,0.743
55,58022.0,6.0,577.0,16100,24,education,married,0,10376.0,rent,master,7,0,,0.179,0.277,0.167,0,0.727
64,45886.0,6.0,679.0,5833,36,personal,married,0,22414.0,mortgage,high_school,6,0,,0.488,0.127,0.086,1,0.61
49,69083.0,5.0,659.0,17555,60,debt_consolidation,divorced,0,0.0,mortgage,bachelor,3,0,,0.0,0.254,0.121,1,0.75
